dataset,instance,method,ks_hat,elapsed_s,fb_elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,94,dc2,-1.0731914043426514,4.86,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,dc_wasserstein_ollivier,0.087432861328125,5.47,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,dc_entropic_subtraction,-0.2564826011657715,4.6,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,hickock,-2.511179255061376,32.05,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,orc,-0.005355815164407186,3.75,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,spc_hop,-58.75677602966433,767.88,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,spc_diffusion_t5,432.73512110902766,421.94,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,laziness_knn_t5,-4.295173645019531,1.09,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,laziness_adaptive_t5,-4.156949043273926,0.29,,,d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,successor_entropy,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,94,successor_orc,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m44,2,1,0.05,44,,-11.820024673740901
colosseum,102,dc2,-1.0526833534240723,83.28,,,d2-c1-n0.1-m2,2,1,0.1,2,,-2.126131072624207
colosseum,102,dc_wasserstein_ollivier,0.18520647287368774,30.56,,,d2-c1-n0.1-m2,2,1,0.1,2,,-2.126131072624207
colosseum,102,dc_entropic_subtraction,-0.347078800201416,4.26,,,d2-c1-n0.1-m2,2,1,0.1,2,,-2.126131072624207
colosseum,102,hickock,-8.899281702688121,29.09,,,d2-c1-n0.1-m2,2,1,0.1,2,,-2.126131072624207
colosseum,102,orc,-0.059205590881305156,4.52,,,d2-c1-n0.1-m2,2,1,0.1,2,,-2.126131072624207
colosseum,102,spc_hop,283.4102326145287,478.32,,,d2-c1-n0.1-m2,2,1,0.1,2,,-2.126131072624207
colosseum,102,spc_diffusion_t5,-433.66332057315805,689.66,,,d2-c1-n0.1-m2,2,1,0.1,2,,-2.126131072624207
colosseum,102,laziness_knn_t5,-4.410520553588867,0.49,,,d2-c1-n0.1-m2,2,1,0.1,2,,-2.126131072624207
