dataset,instance,method,ks_hat,elapsed_s,fb_elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,90,spc_hop,24.652178716289814,308.8,,,d2-c1-n0.05-m40,2,1,0.05,40,,29.295764794321677
colosseum,90,spc_diffusion_t5,-764.7532141377246,121.81,,,d2-c1-n0.05-m40,2,1,0.05,40,,29.295764794321677
colosseum,90,laziness_knn_t5,-4.013277530670166,2.01,,,d2-c1-n0.05-m40,2,1,0.05,40,,29.295764794321677
colosseum,90,laziness_adaptive_t5,-3.9152379035949707,0.2,,,d2-c1-n0.05-m40,2,1,0.05,40,,29.295764794321677
colosseum,90,successor_entropy,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m40,2,1,0.05,40,,29.295764794321677
colosseum,90,successor_orc,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m40,2,1,0.05,40,,29.295764794321677
colosseum,98,dc2,-1.207589864730835,6.5,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,dc_wasserstein_ollivier,0.3310108184814453,10.53,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,dc_entropic_subtraction,0.3194718360900879,6.65,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,hickock,-0.3420532227785842,32.7,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,orc,0.04898819897748723,4.1,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,spc_hop,-150.35404338318094,425.15,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,spc_diffusion_t5,61.79231936313161,428.16,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,laziness_knn_t5,-4.116438388824463,0.47,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,laziness_adaptive_t5,-4.05072546005249,3.57,,,d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,successor_entropy,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,98,successor_orc,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m48,2,1,0.05,48,,27.26560713145894
colosseum,106,dc2,-0.8336408138275146,5.72,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,dc_wasserstein_ollivier,0.1744402050971985,4.29,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,dc_entropic_subtraction,0.2055497169494629,2.28,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,hickock,-4.814592058432235,20.96,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,orc,0.0492381002264392,3.71,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,spc_hop,59.32217258210284,711.23,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,spc_diffusion_t5,207.15929906534427,474.88,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,laziness_knn_t5,-4.183229923248291,0.23,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,laziness_adaptive_t5,-4.142019271850586,0.65,,,d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,successor_entropy,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,106,successor_orc,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.1-m6,2,1,0.1,6,,4.680520393064391
colosseum,114,dc2,-1.654820203781128,5.25,,,d2-c1-n0.1-m14,2,1,0.1,14,,-0.953517192209353
colosseum,114,dc_wasserstein_ollivier,0.28705525398254395,7.12,,,d2-c1-n0.1-m14,2,1,0.1,14,,-0.953517192209353
colosseum,114,dc_entropic_subtraction,0.054300785064697266,2.72,,,d2-c1-n0.1-m14,2,1,0.1,14,,-0.953517192209353
colosseum,114,hickock,-4.8531795131791124,22.8,,,d2-c1-n0.1-m14,2,1,0.1,14,,-0.953517192209353
colosseum,114,orc,0.10704533682485881,3.53,,,d2-c1-n0.1-m14,2,1,0.1,14,,-0.953517192209353
colosseum,114,spc_hop,-312.78878273576504,718.59,,,d2-c1-n0.1-m14,2,1,0.1,14,,-0.953517192209353
colosseum,114,spc_diffusion_t5,-60.72637444175929,558.35,,,d2-c1-n0.1-m14,2,1,0.1,14,,-0.953517192209353
