dataset,instance,method,ks_hat,elapsed_s,fb_elapsed_s,err,name,dim,codim,noise,m,shape,ks_true
colosseum,91,dc2,-0.5852973461151123,5.82,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,dc_wasserstein_ollivier,0.23962169885635376,6.87,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,dc_entropic_subtraction,-0.014595985412597656,3.77,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,hickock,-0.045564645034613695,31.46,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,orc,0.05396678339220551,4.54,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,spc_hop,6.636109944759687,741.49,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,spc_diffusion_t5,-12.958153757026375,453.07,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,laziness_knn_t5,-4.302542209625244,2.09,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,laziness_adaptive_t5,-4.297707557678223,2.07,,,d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,successor_entropy,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,91,successor_orc,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m41,2,1,0.05,41,,0.5278012204337016
colosseum,99,dc2,0.008258819580078125,57.08,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,dc_wasserstein_ollivier,0.1173277497291565,43.81,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,dc_entropic_subtraction,-0.053662776947021484,3.85,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,hickock,-0.634830706077165,29.33,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,orc,0.028552275748645918,3.27,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,spc_hop,863.9789039605956,265.79,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,spc_diffusion_t5,-409.04526978044214,918.01,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,laziness_knn_t5,-4.340023994445801,0.16,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,laziness_adaptive_t5,-4.305006980895996,3.23,,,d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,successor_entropy,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,99,successor_orc,,0.0,0.0,diffusion_curvature.successor.train.FBTrainer() got multiple values for keyword argument 'batch_size',d2-c1-n0.05-m49,2,1,0.05,49,,-6.409575093981913
colosseum,107,dc2,-1.1601990461349487,4.73,,,d2-c1-n0.1-m7,2,1,0.1,7,,-3.4056151315376026
colosseum,107,dc_wasserstein_ollivier,0.21737140417099,6.94,,,d2-c1-n0.1-m7,2,1,0.1,7,,-3.4056151315376026
colosseum,107,dc_entropic_subtraction,-0.1147317886352539,3.05,,,d2-c1-n0.1-m7,2,1,0.1,7,,-3.4056151315376026
colosseum,107,hickock,-6.816536479451523,25.88,,,d2-c1-n0.1-m7,2,1,0.1,7,,-3.4056151315376026
colosseum,107,orc,-0.0591529914263604,4.18,,,d2-c1-n0.1-m7,2,1,0.1,7,,-3.4056151315376026
colosseum,107,spc_hop,83.33911572734101,713.17,,,d2-c1-n0.1-m7,2,1,0.1,7,,-3.4056151315376026
